text,label,pred,raw_output,modified_pred
"In addition, some Chuck E.Cheese locations offer alcoholic beverages.",[{'Chuck E.Cheese': 'BUILDING'}],[],"[{'text': 'Chuck E.Cheese', 'value': 'ORGANIZATION'}]",[]
"However, human and prairie dog cases have occurred in the US due to contact with animals imported from Ghana.","[{'prairie dog': 'OTHER'}, {'US': 'LOCATION'}, {'Ghana': 'LOCATION'}]",[],"[{'text': 'US', 'value': 'LOCATION'}, {'text': 'Ghana', 'value': 'LOCATION'}, {'text': 'prairie dog', 'value': 'OTHER'}]",[]
It was produced by Studio Ghibli for the Ghibli Museum in Mitaka.,"[{'Studio Ghibli': 'ORGANIZATION'}, {'Ghibli Museum': 'BUILDING'}, {'Mitaka': 'LOCATION'}]",[],"[{'text': 'Studio Ghibli', 'value': 'ORGANIZATION'}, {'text': 'Ghibli Museum', 'value': 'BUILDING'}, {'text': 'Mitaka', 'value': 'LOCATION'}]",[]
The two campgrounds at Lake Camanche are operated by the California Parks Company.,"[{'Lake Camanche': 'LOCATION'}, {'California Parks Company': 'ORGANIZATION'}]",[],"[{'text': 'Lake Camanche', 'value': 'LOCATION'}, {'text': 'California Parks Company', 'value': 'ORGANIZATION'}]",[]
The Circinus Galaxy (ESO 97-G13) is a Seyfert galaxy in the constellation of Circinus.,"[{'Circinus Galaxy': 'OTHER'}, {'ESO 97-G13': 'OTHER'}, {'Circinus': 'OTHER'}]",[],"[{'text': 'Circinus Galaxy', 'value': 'OTHER'}, {'text': 'ESO 97-G13', 'value': 'OTHER'}, {'text': 'Circinus', 'value': 'LOCATION'}]",[]
``Chances`` was featured during the end credits of the hit film ``The Blind Side``.,"[{'Chances': 'ART'}, {'The Blind Side': 'ART'}]",[],"[{'text': 'Chances', 'value': 'ART'}, {'text': 'The Blind Side', 'value': 'ART'}]",[]
"In 1908, Tintle began his professional career with the Harrison Alley Boys.","[{'Tintle': 'PERSON'}, {'Harrison Alley Boys': 'ORGANIZATION'}]",[],"[{'text': 'Tintle', 'value': 'PERSON'}, {'text': 'Harrison Alley Boys', 'value': 'ORGANIZATION'}]",[]
"In 2001, Red Robin opened in the Lord & amp ; Taylor wing and The Cheesecake Factory opened in the JCPenney wing.","[{'Red Robin': 'BUILDING'}, {'Lord & amp ; Taylor': 'BUILDING'}, {'Cheesecake Factory': 'BUILDING'}, {'JCPenney': 'BUILDING'}]",[],"[
  {'text': 'Red Robin', 'value': 'ORGANIZATION'},
  {'text': 'Lord & Taylor wing', 'value': 'BUILDING'},
  {'text': 'The Cheesecake Factory', 'value': 'ORGANIZATION'},
  {'text': 'JCPenney wing', 'value': 'BUILDING'}
]",[]
"She commented about the staging: ``[ It ] will revolve around the art, dance and energy of rock and roll''.",[],[],"[{'text': 'rock and roll', 'value': 'OTHER'}]",[]
"Pat Gillick retired as general manager after the 2008 season and was succeeded by one of his assistants, Rub\u00e9n Amaro, Jr. After adding outfielder Ra\u00fal Iba\u00f1ez to replace the departed Pat Burrell, the Phillies retained the majority of their core players for the 2009 season.","[{'Pat Gillick': 'PERSON'}, {'Rub\\u00e9n Amaro, Jr.': 'PERSON'}, {'Ra\\u00fal Iba\\u00f1ez': 'PERSON'}, {'Pat Burrell': 'PERSON'}, {'Phillies': 'ORGANIZATION'}]",[],"[{'text': 'Pat Gillick', 'value': 'PERSON'}, {'text': 'Rubén Amaro, Jr.', 'value': 'PERSON'}, {'text': 'Raúl Ibañez', 'value': 'PERSON'}, {'text': 'Pat Burrell', 'value': 'PERSON'}, {'text': 'Phillies', 'value': 'ORGANIZATION'}]",[]
The Rolls-Royce Spey (company designations RB.163 and RB.168 and RB.183) is a low-bypass turbofan engine originally designed and manufactured by Rolls-Royce that has been in widespread service for over 40 years.,"[{'Rolls-Royce Spey': 'PRODUCT'}, {'RB.163': 'PRODUCT'}, {'RB.168': 'PRODUCT'}, {'RB.183': 'PRODUCT'}, {'Rolls-Royce': 'ORGANIZATION'}]",[],"[{'text': 'Rolls-Royce', 'value': 'ORGANIZATION'}, {'text': 'Spey', 'value': 'PRODUCT'}, {'text': 'RB.163', 'value': 'PRODUCT'}, {'text': 'RB.168', 'value': 'PRODUCT'}, {'text': 'RB.183', 'value': 'PRODUCT'}]",[]
"LaCroix, a Canadian merchant, and his wife Mary, ``n\u00e9e'' Hopkins, from Virginia.","[{'Canadian': 'LOCATION'}, {'Mary': 'PERSON'}, {'Hopkins': 'PERSON'}, {'Virginia': 'LOCATION'}]",[],"[{'text': 'LaCroix', 'value': 'PERSON'}, {'text': 'Mary', 'value': 'PERSON'}, {'text': 'Hopkins', 'value': 'PERSON'}, {'text': 'Virginia', 'value': 'LOCATION'}]",[]
The Mets cut the lead to 4\u20133 in the eighth when Mora reached on third baseman Jones's error and scored on Edgardo Alfonso's double.,"[{'The Mets': 'ORGANIZATION'}, {'Mora': 'PERSON'}, {'Jones': 'PERSON'}, {'Edgardo Alfonso': 'PERSON'}]",[],"[{'text': 'Mets', 'value': 'ORGANIZATION'}, {'text': 'Mora', 'value': 'PERSON'}, {'text': 'Jones', 'value': 'PERSON'}, {'text': 'Edgardo Alfonso', 'value': 'PERSON'}]",[]
"In May 1956 he returned to live in Hamburg, Germany, where he received treatment at the University Medical Center Hamburg-Eppendorf.","[{'Hamburg': 'LOCATION'}, {'Germany': 'LOCATION'}, {'University Medical Center Hamburg-Eppendorf': 'BUILDING'}]",[],"[
    {'text': 'Hamburg', 'value': 'LOCATION'},
    {'text': 'Germany', 'value': 'LOCATION'},
    {'text': 'University Medical Center Hamburg-Eppendorf', 'value': 'ORGANIZATION'}
]",[]
It has been missing since 1969 when it was stolen from the Oratory of Saint Lawrence in Palermo.,"[{'Oratory of Saint Lawrence': 'BUILDING'}, {'Palermo': 'LOCATION'}]",[],"[{'text': 'Oratory of Saint Lawrence', 'value': 'BUILDING'}, {'text': 'Palermo', 'value': 'LOCATION'}]",[]
Gunnbj\u00f8rn Fjeld exceeds of topographic prominence.,[{'Gunnbj\\u00f8rn Fjeld': 'LOCATION'}],[],"[{'text': 'Gunnbjørn Fjeld', 'value': 'LOCATION'}]",[]
He graduated from both Marietta College (1938) and The Ohio State University Moritz College of Law (1942).,"[{'Marietta College': 'ORGANIZATION'}, {'Ohio State University Moritz College of Law': 'ORGANIZATION'}]",[],"[{'text': 'Marietta College', 'value': 'ORGANIZATION'}, {'text': 'The Ohio State University Moritz College of Law', 'value': 'ORGANIZATION'}]",[]
"This is alongside bass guitars in the Mustang, Jaguar, Jazz and Precision models.","[{'Mustang': 'PRODUCT'}, {'Jaguar': 'PRODUCT'}, {'Jazz': 'PRODUCT'}, {'Precision': 'PRODUCT'}]",[],"[{'text': 'Mustang', 'value': 'PRODUCT'}, {'text': 'Jaguar', 'value': 'PRODUCT'}, {'text': 'Jazz', 'value': 'PRODUCT'}, {'text': 'Precision', 'value': 'PRODUCT'}]",[]
Chief Supt.,[],[],"[{'text': 'Chief Supt.', 'value': 'OTHER'}]",[]
"At the time Chan was arrested, he was carrying three mobile phones and a boarding pass.",[{'Chan': 'PERSON'}],[],"[{'text': 'Chan', 'value': 'PERSON'}]",[]
"By 1968 the holding company which Desmarais had acquired three years earlier, Trans-Canada Corporation Fund (TCCF), owned the bus line Provincial Transport, an interest in Toronto -based Imperial Life Assurance and Gesca Lt\u00e9e, (which had an interest in the Montreal paper La Presse).","[{'Desmarais': 'PERSON'}, {'Trans-Canada Corporation Fund': 'ORGANIZATION'}, {'TCCF': 'ORGANIZATION'}, {'Provincial Transport': 'ORGANIZATION'}, {'Toronto': 'LOCATION'}, {'Imperial Life Assurance': 'ORGANIZATION'}, {'Gesca Lt\\u00e9e': 'ORGANIZATION'}, {'Montreal': 'LOCATION'}, {'La Presse': 'ORGANIZATION'}]",[],"[{'text': 'Desmarais', 'value': 'PERSON'}, {'text': 'Trans-Canada Corporation Fund (TCCF)', 'value': 'ORGANIZATION'}, {'text': 'Provincial Transport', 'value': 'ORGANIZATION'}, {'text': 'Toronto', 'value': 'LOCATION'}, {'text': 'Imperial Life Assurance', 'value': 'ORGANIZATION'}, {'text': 'Gesca Lt\u00e9e', 'value': 'ORGANIZATION'}, {'text': 'Montreal', 'value': 'LOCATION'}, {'text': 'La Presse', 'value': 'PRODUCT'}]",[]
The furious barrage devastated the British soldiers at the wall and the breach soon began to fill with dead and wounded over whom the storming troops had to struggle.,[{'British': 'LOCATION'}],[],[],[]
"McLaren's book of his own street photography, ``The Crash`` (2018), documents the City of London after the financial crisis of 2007\u20132008, made over five years.","[{'McLaren': 'PERSON'}, {'The Crash': 'ART'}, {'City of London': 'LOCATION'}]",[],"[{'text': 'McLaren', 'value': 'PERSON'}, {'text': 'The Crash', 'value': 'ART'}, {'text': 'City of London', 'value': 'LOCATION'}, {'text': 'financial crisis of 2007–2008', 'value': 'EVENT'}]",[]
Cron is a mechanism for creating and running recurrent tasks in background.,[{'Cron': 'PRODUCT'}],[],"[{'text': 'Cron', 'value': 'PRODUCT'}]",[]
"Eduard attended Gymnasium Stubenbastei in Vienna, completing with Matura in 1918, and graduated as ``Diplomingenieur`` from the Electrical Engineering department","[{'Eduard': 'PERSON'}, {'Gymnasium Stubenbastei': 'ORGANIZATION'}, {'Vienna': 'LOCATION'}, {'Diplomingenieur': 'OTHER'}]",[],"[{'text': 'Gymnasium Stubenbastei', 'value': 'BUILDING'}, {'text': 'Vienna', 'value': 'LOCATION'}, {'text': 'Matura', 'value': 'EVENT'}, {'text': 'Diplomingenieur', 'value': 'OTHER'}, {'text': 'Electrical Engineering department', 'value': 'ORGANIZATION'}]",[]
"Chekhov's own text, which despite a running time of about five hours he never thought of as finished, is seldom played.",[{'Chekhov': 'PERSON'}],[],"[{'text': 'Chekhov', 'value': 'PERSON'}]",[]
"Modifications included additional cockpit windows, and 245-horsepower Jacobs R-755-9 engines.",[{'Jacobs R-755-9': 'PRODUCT'}],[],"[{'text': 'Jacobs', 'value': 'ORGANIZATION'}, {'text': 'R-755-9', 'value': 'PRODUCT'}]",[]
"The first African woman to be assigned by Agence France Presse in 2017, she continued to work for the agency as a stringer while also working on assignments for various international publications and organisations.","[{'African': 'LOCATION'}, {'Agence France Presse': 'ORGANIZATION'}]",[{'Agence France Presse': 'ORGANIZATION'}],"[
  {""text"": ""Agence France Presse"", ""value"": ""ORGANIZATION""}
]",[{'Agence France Presse': 'ORGANIZATION'}]
